BEACON,SECTOR NUMBER,SECTOR TYPE,SECTOR TITLE,FLEET ADVANCEMENT,TOTAL SHIPS DEFEATED,TOTAL SCRAP COLLECTED,TOTAL CREW HIRED,SCORE,HAZARDS,EVENT TEXT,STORE,SCRAP,HULL,FUEL,DRONE PARTS,MISSILES,CREW SIZE,OXYGEN LEVEL,POWER CAPACITY,SHIELDS CAPACITY,SHIELD POWER,SHIELD DAMAGE,ENGINES CAPACITY,ENGINES POWER,ENGINES DAMAGE,OXYGEN SYSTEM CAPACITY,OXYGEN SYSTEM POWER,OXYGEN SYSTEM DAMAGE,WEAPONS SYSTEM CAPACITY,WEAPONS SYSTEM POWER,WEAPONS SYSTEM DAMAGE,WEAPON SLOT 1,WEAPON SLOT 2,WEAPON SLOT 3,WEAPON SLOT 4,DRONE CONTROL SYSTEM CAPACITY,DRONE CONTROL SYSTEM POWER,DRONE CONTROL SYSTEM DAMAGE,DRONE SLOT 1,DRONE SLOT 2,MEDBAY SYSTEM CAPACITY,MEDBAY SYSTEM POWER,MEDBAY SYSTEM DAMAGE,TELEPORTER SYSTEM CAPACITY,TELEPORTER SYSTEM POWER,TELEPORTER SYSTEM DAMAGE,CLOAKING SYSTEM CAPACITY,CLOAKING SYSTEM POWER,CLOAKING SYSTEM DAMAGE,ARTILLERY SYSTEM CAPACITY,ARTILLERY SYSTEM POWER,ARTILLERY SYSTEM DAMAGE,CLONEBAY SYSTEM CAPACITY,CLONEBAY SYSTEM POWER,CLONEBAY SYSTEM DAMAGE,MINDCONTROL SYSTEM CAPACITY,MINDCONTROL SYSTEM POWER,MINDCONTROL SYSTEM DAMAGE,HACKING SYSTEM CAPACITY,HACKING SYSTEM POWER,HACKING SYSTEM DAMAGE,PILOT SYTEM CAPACITY,PILOT SYSTEM DAMAGE,SENSORS SYSTEM CAPACITY,SENSORS SYSTEM DAMAGE,DOORS SYSTEM CAPACITY,DOORS SYSTEM DAMAGE,BATTERY SYSTEM CAPACITY,BATTERY SYSTEM DAMAGE,AUGMENTS,CARGO,CREW MEMBER 1 NAME,CREW MEMBER 1 SPECIES,CREW MEMBER 1 HEALTH,CREW MEMBER 1 PILOT SKILL,CREW MEMBER 1 ENGINE SKILL,CREW MEMBER 1 SHIELD SKILL,CREW MEMBER 1 WEAPON SKILL,CREW MEMBER 1 REPAIR SKILL,CREW MEMBER 1 COMBAT SKILL,CREW MEMBER 1 REPAIRS,CREW MEMBER 1 COMBAT KILLS,CREW MEMBER 1 PILOTED EVASIONS,CREW MEMBER 1 JUMPS SURVIVED,CREW MEMBER 1 SKILLS MASTERED,CREW MEMBER 2 NAME,CREW MEMBER 2 SPECIES,CREW MEMBER 2 HEALTH,CREW MEMBER 2 PILOT SKILL,CREW MEMBER 2 ENGINE SKILL,CREW MEMBER 2 SHIELD SKILL,CREW MEMBER 2 WEAPON SKILL,CREW MEMBER 2 REPAIR SKILL,CREW MEMBER 2 COMBAT SKILL,CREW MEMBER 2 REPAIRS,CREW MEMBER 2 COMBAT KILLS,CREW MEMBER 2 PILOTED EVASIONS,CREW MEMBER 2 JUMPS SURVIVED,CREW MEMBER 2 SKILLS MASTERED,CREW MEMBER 3 NAME,CREW MEMBER 3 SPECIES,CREW MEMBER 3 HEALTH,CREW MEMBER 3 PILOT SKILL,CREW MEMBER 3 ENGINE SKILL,CREW MEMBER 3 SHIELD SKILL,CREW MEMBER 3 WEAPON SKILL,CREW MEMBER 3 REPAIR SKILL,CREW MEMBER 3 COMBAT SKILL,CREW MEMBER 3 REPAIRS,CREW MEMBER 3 COMBAT KILLS,CREW MEMBER 3 PILOTED EVASIONS,CREW MEMBER 3 JUMPS SURVIVED,CREW MEMBER 3 SKILLS MASTERED,CREW MEMBER 4 NAME,CREW MEMBER 4 SPECIES,CREW MEMBER 4 HEALTH,CREW MEMBER 4 PILOT SKILL,CREW MEMBER 4 ENGINE SKILL,CREW MEMBER 4 SHIELD SKILL,CREW MEMBER 4 WEAPON SKILL,CREW MEMBER 4 REPAIR SKILL,CREW MEMBER 4 COMBAT SKILL,CREW MEMBER 4 REPAIRS,CREW MEMBER 4 COMBAT KILLS,CREW MEMBER 4 PILOTED EVASIONS,CREW MEMBER 4 JUMPS SURVIVED,CREW MEMBER 4 SKILLS MASTERED,CREW MEMBER 5 NAME,CREW MEMBER 5 SPECIES,CREW MEMBER 5 HEALTH,CREW MEMBER 5 PILOT SKILL,CREW MEMBER 5 ENGINE SKILL,CREW MEMBER 5 SHIELD SKILL,CREW MEMBER 5 WEAPON SKILL,CREW MEMBER 5 REPAIR SKILL,CREW MEMBER 5 COMBAT SKILL,CREW MEMBER 5 REPAIRS,CREW MEMBER 5 COMBAT KILLS,CREW MEMBER 5 PILOTED EVASIONS,CREW MEMBER 5 JUMPS SURVIVED,CREW MEMBER 5 SKILLS MASTERED,CREW MEMBER 6 NAME,CREW MEMBER 6 SPECIES,CREW MEMBER 6 HEALTH,CREW MEMBER 6 PILOT SKILL,CREW MEMBER 6 ENGINE SKILL,CREW MEMBER 6 SHIELD SKILL,CREW MEMBER 6 WEAPON SKILL,CREW MEMBER 6 REPAIR SKILL,CREW MEMBER 6 COMBAT SKILL,CREW MEMBER 6 REPAIRS,CREW MEMBER 6 COMBAT KILLS,CREW MEMBER 6 PILOTED EVASIONS,CREW MEMBER 6 JUMPS SURVIVED,CREW MEMBER 6 SKILLS MASTERED,NEARBY SHIP TYPE,NEARBY SHIP HULL,NEARBY SHIP FUEL,NEARBY SHIP DRONE PARTS,NEARBY SHIP MISSILES,NEARBY SHIP CREW SIZE,OXYGEN LEVEL,NEARBY SHIP POWER CAPACITY,NEARBY SHIP SHIELDS CAPACITY,NEARBY SHIP SHIELD POWER,NEARBY SHIP SHIELD DAMAGE,NEARBY SHIP ENGINES CAPACITY,NEARBY SHIP ENGINES POWER,NEARBY SHIP ENGINES DAMAGE,NEARBY SHIP OXYGEN SYSTEM CAPACITY,NEARBY SHIP OXYGEN SYSTEM POWER,NEARBY SHIP OXYGEN SYSTEM DAMAGE,NEARBY SHIP WEAPONS SYSTEM CAPACITY,NEARBY SHIP WEAPONS SYSTEM POWER,NEARBY SHIP WEAPONS SYSTEM DAMAGE,NEARBY SHIP WEAPON SLOT 1,NEARBY SHIP WEAPON SLOT 2,NEARBY SHIP WEAPON SLOT 3,NEARBY SHIP WEAPON SLOT 4,NEARBY SHIP DRONE CONTROL SYSTEM CAPACITY,NEARBY SHIP DRONE CONTROL SYSTEM POWER,NEARBY SHIP DRONE CONTROL SYSTEM DAMAGE,DRONE SLOT 1,DRONE SLOT 2,DRONE SLOT 3,NEARBY SHIP MEDBAY SYSTEM CAPACITY,NEARBY SHIP MEDBAY SYSTEM POWER,NEARBY SHIP MEDBAY SYSTEM DAMAGE,NEARBY SHIP TELEPORTER SYSTEM CAPACITY,NEARBY SHIP TELEPORTER SYSTEM POWER,NEARBY SHIP TELEPORTER SYSTEM DAMAGE,NEARBY SHIP CLOAKING SYSTEM CAPACITY,NEARBY SHIP CLOAKING SYSTEM POWER,NEARBY SHIP CLOAKING SYSTEM DAMAGE,NEARBY SHIP ARTILLERY SYSTEM CAPACITY,NEARBY SHIP ARTILLERY SYSTEM POWER,NEARBY SHIP ARTILLERY SYSTEM DAMAGE,NEARBY SHIP CLONEBAY SYSTEM CAPACITY,NEARBY SHIP CLONEBAY SYSTEM POWER,NEARBY SHIP CLONEBAY SYSTEM DAMAGE,NEARBY SHIP MINDCONTROL SYSTEM CAPACITY,NEARBY SHIP MINDCONTROL SYSTEM POWER,NEARBY SHIP MINDCONTROL SYSTEM DAMAGE,NEARBY SHIP HACKING SYSTEM CAPACITY,NEARBY SHIP HACKING SYSTEM POWER,NEARBY SHIP HACKING SYSTEM DAMAGE,NEARBY SHIP PILOT SYTEM CAPACITY,NEARBY SHIP PILOT SYSTEM DAMAGE,NEARBY SHIP SENSORS SYSTEM CAPACITY,NEARBY SHIP SENSORS SYSTEM DAMAGE,NEARBY SHIP DOORS SYSTEM CAPACITY,NEARBY SHIP DOORS SYSTEM DAMAGE,NEARBY SHIP BATTERY SYSTEM CAPACITY,NEARBY SHIP BATTERY SYSTEM DAMAGE,NEARBY SHIP AUGMENTS,ENEMY CREW MEMBER 1 NAME,ENEMY CREW MEMBER 1 SPECIES,ENEMY CREW MEMBER 1 HEALTH,CREW MEMBER 1 REPAIRS,CREW MEMBER 1 COMBAT KILLS,ENEMY CREW MEMBER 2 NAME,ENEMY CREW MEMBER 2 SPECIES,ENEMY CREW MEMBER 2 HEALTH,CREW MEMBER 2 REPAIRS,CREW MEMBER 2 COMBAT KILLS,ENEMY CREW MEMBER 3 NAME,ENEMY CREW MEMBER 3 SPECIES,ENEMY CREW MEMBER 3 HEALTH,CREW MEMBER 3 REPAIRS,CREW MEMBER 3 COMBAT KILLS,ENEMY CREW MEMBER 4 NAME,ENEMY CREW MEMBER 4 SPECIES,ENEMY CREW MEMBER 4 HEALTH,CREW MEMBER 4 REPAIRS,CREW MEMBER 4 COMBAT KILLS,HAS SURRENDERED,HULL DAMAGE NEEDED FOR SURRENDER,IS TRYING TO ESCAPE,HULL DAMAGE NEEDED FOR ESCAPE ATTEMPT,ENEMY BOARDING ATTEMPTS,ENEMY BOARDING STRENGTH
88,7,HOSTILE,Pirate Controlled Sector,0%,29,1364,6,4236,"","A few civilian ships are within scanning range, yet none respond to your calls.","",56,15,0,1,39,5,58,21,6,6,0,4,3,0,1,1,0,8,8,0,LASER BURST 5,ION 4,LASER HEAVY 1,BOMB HEAL,3,0,0,DEFENSE 1,COMBAT 1,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,1,0,1,0,"AUTO COOLDOWN, ION ARMOR, SHIELD RECHARGE","",GM Faux,Crystal,125,26,12,9,0,5,9,5,6,52,87,2,Nikola,Crystal,125,0,0,0,0,14,16,14,14,0,87,2,Stelly,Crystal,125,0,2,61,10,7,16,7,10,0,87,3,Hutz,Rock,150,0,0,17,26,5,6,5,2,0,55,0,Joel,Engi,100,12,14,0,0,9,0,9,0,24,43,0,,,,,,,,,,,,,,,
89,7,HOSTILE,Pirate Controlled Sector,0%,30,1436,6,4389,"","With the crew dead you are free to scrap the ship.","",128,14,4,0,39,5,100,21,6,6,0,4,4,0,1,1,0,8,8,0,LASER BURST 5,ION 4,LASER HEAVY 1,BOMB HEAL,3,0,0,DEFENSE 1,COMBAT 1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,1,0,1,0,"AUTO COOLDOWN, ION ARMOR, SHIELD RECHARGE","",Joel,Engi,100,17,14,0,0,9,0,9,0,34,43,1,GM Faux,Crystal,43,26,15,9,0,5,9,5,6,52,87,3,Nikola,Crystal,69,0,0,0,0,15,16,15,17,0,87,2,Stelly,Crystal,50,0,2,77,10,7,16,7,11,0,87,3,Hutz,Rock,74,0,0,17,48,5,6,5,2,0,55,0,,,,,,,,,,,,,,,REBEL_FAT,15,16,2,10,0,100,23,8,8,0,4,4,0,1,1,0,5,0,0,LASER BURST 3,LASER CHARGEGUN 2,,,5,0,0,DEFENSE 2 ENEMY,ANTI DRONE,REPAIR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,"",,,,,,,,,,,,,,,,,,,,,false,3,true,300,0,3
90,7,HOSTILE,Pirate Controlled Sector,6%,31,1496,6,4524,"","With the pirate ship disabled, your engines come online again. You salvage what you can from their ship.","",73,12,6,0,39,5,50,22,7,6,1,4,3,0,1,1,0,8,8,0,LASER BURST 5,ION 4,LASER HEAVY 1,BOMB HEAL,3,0,0,DEFENSE 1,COMBAT 1,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,1,1,0,1,0,"AUTO COOLDOWN, ION ARMOR, SHIELD RECHARGE","",Hutz,Rock,150,0,0,17,48,5,6,5,2,0,56,0,Joel,Engi,100,17,14,0,0,9,0,9,0,34,44,1,GM Faux,Crystal,114,26,15,9,0,5,11,5,7,52,88,3,Nikola,Crystal,35,0,0,0,0,15,16,15,18,0,88,2,Stelly,Crystal,29,0,2,77,10,7,16,7,14,0,88,3,,,,,,,,,,,,,,,MANTIS_BOMBER_P,14,16,0,14,0,100,27,7,1,0,4,4,0,1,1,0,8,0,5,ION CHAINGUN,LASER BURST 5,LASER BURST 1,,0,0,0,,,,1,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,"",,,,,,,,,,,,,,,,,,,,,false,3,false,2,1,3
91,7,HOSTILE,Pirate Controlled Sector,16%,31,1551,6,4622,"","They appear to be filled with military supplies! You take everything you can use and jettison the rest.","",128,12,6,0,41,5,97,22,7,6,0,4,4,0,1,1,0,8,8,0,LASER BURST 5,ION 4,LASER HEAVY 1,BOMB HEAL,3,0,0,DEFENSE 1,COMBAT 1,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,1,0,1,0,"AUTO COOLDOWN, ION ARMOR, SHIELD RECHARGE","",GM Faux,Crystal,125,26,15,9,0,5,11,5,7,52,89,3,Nikola,Crystal,125,0,0,0,0,15,16,15,18,0,89,2,Stelly,Crystal,125,0,2,77,10,7,16,7,14,0,89,3,Hutz,Rock,150,0,0,17,48,6,6,6,2,0,57,0,Joel,Engi,100,17,14,0,0,10,0,10,0,34,45,1,,,,,,,,,,,,,,,
92,7,HOSTILE,Pirate Controlled Sector,26%,31,1551,6,4637,"","You arrive in the nebula and immediately receive a message from an unknown source, Prepare to be boarded! With the static from the nebula, there's no way to tell where they came from, but you hear shots fired on board the ship.","",128,12,5,0,41,5,98,22,7,6,0,4,4,0,1,1,0,8,8,0,LASER BURST 5,ION 4,LASER HEAVY 1,BOMB HEAL,3,0,0,DEFENSE 1,COMBAT 1,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,1,0,1,0,"AUTO COOLDOWN, ION ARMOR, SHIELD RECHARGE","",GM Faux,Crystal,125,26,15,9,0,5,11,5,7,52,90,3,Nikola,Crystal,125,0,0,0,0,15,16,15,18,0,90,2,Stelly,Crystal,125,0,2,77,10,7,16,7,14,0,90,3,Hutz,Rock,150,0,0,17,48,6,6,6,2,0,58,0,Joel,Engi,100,17,14,0,0,10,0,10,0,34,46,1,,,,,,,,,,,,,,,
93,7,HOSTILE,Pirate Controlled Sector,30%,31,1551,6,4652,"","The ship you were escorting thanks you, I don't think we could have made it without your help. Let my friends patch up some of your hull and show you their wares.","Augment: LIFE SCANNER, O2 MASKS, SCRAP COLLECTOR, Crew: Mantis, Human, Human, Weapon: BEAM FIRE, MISSILES BURST, LASER BURST 2 A, ",90,21,6,2,41,5,100,22,7,6,0,4,4,0,1,1,0,8,8,0,LASER BURST 5,ION 4,LASER HEAVY 1,BOMB HEAL,3,0,0,DEFENSE 1,COMBAT 1,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,1,0,1,0,"AUTO COOLDOWN, ION ARMOR, SHIELD RECHARGE","",GM Faux,Crystal,114,26,15,9,0,5,11,5,7,52,91,3,Nikola,Crystal,125,0,0,0,0,15,16,15,20,0,91,2,Stelly,Crystal,125,0,2,77,10,7,16,7,14,0,91,3,Hutz,Rock,150,0,0,17,48,6,6,6,2,0,59,0,Joel,Engi,100,17,14,0,0,10,0,10,0,34,47,1,,,,,,,,,,,,,,,
94,7,HOSTILE,Pirate Controlled Sector,40%,32,1609,6,4784,"Asteroid Field","The ship explodes, leaving behind a substantial collection of useful scrap material.","",148,21,7,2,41,5,100,22,7,6,0,4,4,0,1,1,0,8,8,0,LASER BURST 5,ION 4,LASER HEAVY 1,BOMB HEAL,3,0,0,DEFENSE 1,COMBAT 1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,1,0,1,0,"AUTO COOLDOWN, ION ARMOR, SHIELD RECHARGE","",GM Faux,Crystal,125,26,26,9,0,5,11,5,7,52,92,3,Nikola,Crystal,125,0,0,0,43,15,16,15,20,0,92,2,Stelly,Crystal,125,0,2,99,10,7,16,7,14,0,92,3,Hutz,Rock,150,0,0,17,48,7,6,7,2,0,60,0,Joel,Engi,100,28,14,0,0,10,0,10,0,56,48,1,,,,,,,,,,,,,,,
95,7,HOSTILE,Pirate Controlled Sector,50%,32,1609,6,4799,"","Great! I uploaded their location to your star map. I'm running out of options, so I have no choice but to trust you'll do what you have agreed to do. Upon examining your map, you realize you just won't have time and need to get to the Federation base! You leave the quest for another day.","",148,21,6,7,41,5,100,22,7,6,0,4,4,0,1,1,0,8,8,0,LASER BURST 5,ION 4,LASER HEAVY 1,BOMB HEAL,3,0,0,DEFENSE 1,COMBAT 1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,1,0,1,0,"AUTO COOLDOWN, ION ARMOR, SHIELD RECHARGE","",GM Faux,Crystal,125,26,26,9,0,5,11,5,7,52,93,3,Nikola,Crystal,125,0,0,0,43,15,16,15,20,0,93,2,Stelly,Crystal,125,0,2,99,10,7,16,7,14,0,93,3,Hutz,Rock,150,0,0,17,48,7,6,7,2,0,61,0,Joel,Engi,100,28,14,0,0,10,0,10,0,56,49,1,,,,,,,,,,,,,,,
96,7,HOSTILE,Pirate Controlled Sector,60%,32,1609,6,4814,"","You detect a hub of activity nearby. A large corporation has set up a trade depot and has a number of well armed ships patrolling. This appears to be a relatively safe place to get repairs.","System: clonebay, mind, hacking, Augment: AUTO COOLDOWN, ION ARMOR, FTL BOOSTER, Weapon: LASER CHAINGUN, BEAM 2, LASER BURST 3, ",15,21,5,7,41,5,100,23,8,6,0,4,4,0,1,1,0,8,8,0,LASER BURST 5,ION 4,LASER HEAVY 1,,3,0,0,DEFENSE 1,COMBAT 1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,1,0,1,0,"AUTO COOLDOWN, AUTO COOLDOWN, SHIELD RECHARGE","",GM Faux,Crystal,125,26,26,9,0,5,11,5,7,52,94,3,Nikola,Crystal,125,0,0,0,43,15,16,15,20,0,94,2,Stelly,Crystal,125,0,2,99,10,7,16,7,14,0,94,3,Hutz,Rock,150,0,0,17,48,7,6,7,2,0,62,0,Joel,Engi,100,28,14,0,0,10,0,10,0,56,50,1,,,,,,,,,,,,,,,
97,7,HOSTILE,Pirate Controlled Sector,70%,32,1609,6,4829,"","You let their team on board and after a short time they finish their work.","",3,21,4,7,41,5,100,23,8,6,0,4,4,0,1,1,0,8,8,0,LASER BURST 5,ION 4,LASER HEAVY 1,,3,0,0,DEFENSE 1,COMBAT 1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,2,0,1,0,"AUTO COOLDOWN, AUTO COOLDOWN, SHIELD RECHARGE","",GM Faux,Crystal,125,26,26,9,0,5,11,5,7,52,95,3,Nikola,Crystal,125,0,0,0,43,15,16,15,20,0,95,2,Stelly,Crystal,125,0,2,99,10,7,16,7,14,0,95,3,Hutz,Rock,150,0,0,17,48,7,6,7,2,0,63,0,Joel,Engi,100,28,14,0,0,10,0,10,0,56,51,1,,,,,,,,,,,,,,,
98,7,HOSTILE,Pirate Controlled Sector,80%,33,1673,6,4970,"","The station was either abandoned or stripped clean. It seems to have lain unused for quite some time. You find nothing useful.","",67,21,3,6,41,5,93,23,8,6,0,4,4,0,1,1,0,8,8,0,LASER BURST 5,ION 4,LASER HEAVY 1,,3,0,2,DEFENSE 1,COMBAT 1,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,2,0,1,0,"AUTO COOLDOWN, AUTO COOLDOWN, SHIELD RECHARGE","",GM Faux,Crystal,90,26,30,9,0,5,11,5,7,52,96,4,Nikola,Crystal,125,0,0,0,68,15,16,15,20,0,96,3,Stelly,Crystal,125,0,2,103,10,7,16,7,14,0,96,3,Hutz,Rock,150,0,2,17,48,7,6,7,2,0,64,0,Joel,Engi,88,30,14,0,0,10,0,10,0,65,52,2,,,,,,,,,,,,,,,
99,8,HOSTILE,The Last Stand,121%,33,1673,6,4985,"Federation Fleet","Tully responds, It's settled. The Rebels will be here in a matter of moments. We will do what we can to hold off their warships but you must succeed in destroying this flagship. Your current outpost can provide some repairs and fuel, and the other repair stations can provide aid as well. Good luck.","",7,30,12,6,41,5,94,23,8,8,0,4,4,0,2,1,0,8,8,0,LASER BURST 5,ION 4,LASER HEAVY 1,,3,0,0,DEFENSE 1,COMBAT 1,2,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,2,0,1,0,"AUTO COOLDOWN, AUTO COOLDOWN, SHIELD RECHARGE","",GM Faux,Crystal,125,26,30,9,0,6,11,6,7,52,97,4,Nikola,Crystal,125,0,0,0,68,15,16,15,20,0,97,3,Stelly,Crystal,125,0,2,103,10,7,16,7,14,0,97,3,Hutz,Rock,150,0,2,17,48,8,6,8,2,0,65,0,Joel,Engi,100,30,14,0,0,11,0,11,0,65,53,2,,,,,,,,,,,,,,,
100,8,HOSTILE,The Last Stand,121%,33,1710,6,5055,"","A trade station was abandoned nearby. Some Federation engineers repurposed their shipyard to perform military repairs. They offer to help fix your ship.","",44,30,16,11,45,5,94,23,8,8,0,4,4,0,2,1,0,8,8,0,LASER BURST 5,ION 4,LASER HEAVY 1,,3,0,0,DEFENSE 1,COMBAT 1,2,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,2,0,1,0,"AUTO COOLDOWN, AUTO COOLDOWN, SHIELD RECHARGE","",GM Faux,Crystal,125,26,30,9,0,6,11,6,7,52,98,4,Nikola,Crystal,125,0,0,0,68,15,16,15,20,0,98,3,Stelly,Crystal,125,0,2,103,10,7,16,7,14,0,98,3,Hutz,Rock,150,0,2,17,48,8,6,8,2,0,66,0,Joel,Engi,100,30,14,0,0,11,0,11,0,65,54,2,,,,,,,,,,,,,,,
101,8,HOSTILE,The Last Stand,121%,34,1792,6,5223,"","With the crew dead, you are able to take the fuel out of storage. You also take all the scrap you can manage.","",126,29,19,10,45,5,64,23,8,8,0,4,2,0,2,1,0,8,8,0,LASER BURST 5,ION 4,LASER HEAVY 1,,3,2,0,DEFENSE 1,COMBAT 1,2,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,2,0,1,0,"AUTO COOLDOWN, AUTO COOLDOWN, SHIELD RECHARGE","",Joel,Engi,51,30,14,0,0,12,0,12,0,66,55,2,GM Faux,Crystal,125,26,30,9,0,6,12,6,7,52,99,4,Nikola,Crystal,71,0,0,0,68,15,16,15,22,0,99,3,Stelly,Crystal,66,0,2,103,10,7,16,7,15,0,99,3,Hutz,Rock,79,0,2,17,48,8,9,8,4,0,67,1,,,,,,,,,,,,,,,REBEL_SKINNY_DLC,13,16,0,9,1,100,24,8,8,0,4,4,0,2,2,0,8,0,5,LASER HEAVY 2,MISSILES BREACH,LASER HEAVY 1,LASER BURST 1,0,0,0,,,,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,"",Liu Jun,Human,0,0,0,,,,,,,,,,,,,,,,false,3,false,2,1,3
102,8,HOSTILE,The Last Stand,121%,34,1792,6,5238,"","You arrive near the Federation Base to find the bulk of their fleet skirmishing with Rebel forces. You hang back near the far side of the moon to avoid the conflict. There's not much you can do to help in that battle, and your mission holds the key to turn the tide of the war. You prepare to face the Flagship.","",16,29,18,10,45,5,78,25,8,8,0,5,3,0,2,1,0,8,8,0,LASER BURST 5,ION 4,LASER HEAVY 1,,3,0,0,DEFENSE 1,COMBAT 1,2,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,2,0,1,0,"AUTO COOLDOWN, AUTO COOLDOWN, SHIELD RECHARGE","",GM Faux,Crystal,125,26,30,9,0,6,12,6,7,52,100,4,Nikola,Crystal,125,0,0,0,68,15,16,15,22,0,100,3,Stelly,Crystal,125,0,2,103,10,7,16,7,15,0,100,3,Hutz,Rock,150,0,2,17,48,8,9,8,4,0,68,1,Joel,Engi,100,30,14,0,0,12,0,12,0,66,56,2,,,,,,,,,,,,,,,
103,8,HOSTILE,The Last Stand,121%,34,1792,6,5253,"","A ship engineer has set up a small shop here.","Augment: AUTO COOLDOWN, BACKUP DNA, LIFE SCANNER, Crew: Human, Rock, Human, System: clonebay, mind, hacking, Drone: DEFENSE 2, DEFENSE 1, ANTI DRONE, ",19,30,17,10,45,5,78,25,8,8,0,5,3,0,2,1,0,8,8,0,LASER BURST 5,ION 4,LASER HEAVY 1,,3,0,0,DEFENSE 1,,2,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,2,0,1,0,"AUTO COOLDOWN, AUTO COOLDOWN, AUTO COOLDOWN","",GM Faux,Crystal,125,26,30,9,0,6,12,6,7,52,101,4,Nikola,Crystal,125,0,0,0,68,15,16,15,22,0,101,3,Stelly,Crystal,125,0,2,103,10,7,16,7,15,0,101,3,Hutz,Rock,150,0,2,17,48,8,9,8,4,0,69,1,Joel,Engi,100,30,14,0,0,12,0,12,0,66,57,2,,,,,,,,,,,,,,,
104,8,HOSTILE,The Last Stand,121%,34,1792,6,5268,"","","",19,30,16,10,45,5,78,25,8,8,0,5,3,0,2,1,0,8,8,0,LASER BURST 5,ION 4,LASER HEAVY 1,,3,0,0,DEFENSE 1,,2,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,2,0,1,0,"AUTO COOLDOWN, AUTO COOLDOWN, AUTO COOLDOWN","",GM Faux,Crystal,125,26,30,9,0,6,12,6,7,52,102,4,Nikola,Crystal,125,0,0,0,68,15,16,15,22,0,102,3,Stelly,Crystal,125,0,2,103,10,7,16,7,15,0,102,3,Hutz,Rock,150,0,2,17,48,8,9,8,4,0,70,1,Joel,Engi,100,30,14,0,0,12,0,12,0,66,58,2,,,,,,,,,,,,,,,
105,8,HOSTILE,The Last Stand,121%,34,1792,6,5283,"","","",19,30,16,10,45,5,86,25,8,8,0,5,3,0,2,1,0,8,8,0,LASER BURST 5,ION 4,LASER HEAVY 1,,3,0,0,DEFENSE 1,,2,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,2,0,1,0,"AUTO COOLDOWN, AUTO COOLDOWN, AUTO COOLDOWN","",GM Faux,Crystal,125,26,30,9,0,6,12,6,7,52,102,4,Nikola,Crystal,125,0,0,0,68,15,16,15,22,0,102,3,Stelly,Crystal,125,0,2,103,10,7,16,7,15,0,102,3,Hutz,Rock,150,0,2,17,48,8,9,8,4,0,70,1,Joel,Engi,100,30,14,0,0,12,0,12,0,66,58,2,,,,,,,,,,,,,,,
106,8,HOSTILE,The Last Stand,121%,34,1792,6,5298,"","","",19,30,16,10,45,5,86,25,8,8,0,5,3,0,2,1,0,8,8,0,LASER BURST 5,ION 4,LASER HEAVY 1,,3,0,0,DEFENSE 1,,2,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,2,0,1,0,"AUTO COOLDOWN, AUTO COOLDOWN, AUTO COOLDOWN","",GM Faux,Crystal,125,26,30,9,0,6,12,6,7,52,102,4,Nikola,Crystal,125,0,0,0,68,15,16,15,22,0,102,3,Stelly,Crystal,125,0,2,103,10,7,16,7,15,0,102,3,Hutz,Rock,150,0,2,17,48,8,9,8,4,0,70,1,Joel,Engi,100,30,14,0,0,12,0,12,0,66,58,2,,,,,,,,,,,,,,,
